"year","month","day","habitat","stateProvince","locality","decimalLatitude","decimalLongitude","genus","subgenus","specificEpithet","elevation","interest"
2017,6,3,"","Chiapas","",16.651595,-92.69264,"Quercus",NA,"segoviensis",NA,"no"
2017,5,27,"","Chiapas","",16.811511,-93.048826,"Quercus",NA,"purulhana",NA,"no"
2017,4,6,"","Chiapas","",16.705818,-92.614033,"Quercus",NA,"sebifera",NA,"no"
2017,5,7,"","Chiapas","",16.25554,-93.601,"Quercus",NA,"peduncularis",NA,"no"
2017,4,8,"","Chiapas","",16.995298,-93.061667,"Quercus",NA,"purulhana",NA,"no"
1995,10,NA,"","Chiapas","KM 20 de la carr. Camitan-Soyatitan",16.29167,-92.22056,"Quercus",NA,"conspersa",1900,"no"
2017,1,16,"","Chiapas","",16.751825,-92.682402,"Quercus",NA,"crassifolia",NA,"no"
2015,7,9,"","Chiapas","",16.114487,-91.724708,"Quercus",NA,"elliptica",NA,"no"
2015,7,8,"","Chiapas","",16.137063,-91.895092,"Quercus",NA,"sebifera",NA,"no"
2015,7,9,"","Chiapas","",16.114443,-91.728804,"Quercus",NA,"sapotifolia",NA,"no"
2017,2,3,"","Chiapas","",16.728632,-93.853885,"Quercus",NA,"peduncularis",NA,"no"
2017,2,3,"","Chiapas","",16.781998,-94.007145,"Quercus",NA,"elliptica",NA,"no"
2017,2,3,"","Chiapas","",16.686932,-93.951656,"Quercus",NA,"acutifolia",NA,"no"
2017,2,3,"","Chiapas","",16.726097,-93.828428,"Quercus",NA,"oleoides",NA,"no"
2016,11,10,"","Chiapas","",16.741856,-92.493518,"Quercus",NA,"ocoteifolia",NA,"no"
2017,1,19,"","Chiapas","",16.759308,-92.742297,"Quercus",NA,"crispipilis",NA,"no"
2017,1,19,"","Chiapas","",16.788678,-92.814333,"Quercus",NA,"calophylla",NA,"no"
2017,1,19,"","Chiapas","",16.759727,-92.743132,"Quercus",NA,"ocoteifolia",NA,"no"
2017,1,19,"","Chiapas","",16.766293,-92.77738,"Quercus",NA,"polymorpha",NA,"no"
2017,1,19,"","Chiapas","",16.766965,-92.776907,"Quercus",NA,"peduncularis",NA,"no"
2017,1,19,"","Chiapas","",16.628629,-92.808252,"Quercus",NA,"acutifolia",NA,"no"
2017,1,19,"","Chiapas","",16.788397,-92.752116,"Quercus",NA,"purulhana",NA,"no"
2016,3,14,"","Chiapas","",16.345651,-91.954193,"Quercus",NA,"segoviensis",NA,"no"
2016,9,30,"","Chiapas","",16.505038,-92.39296,"Quercus",NA,"sebifera",NA,"no"
2016,4,17,"","Chiapas","",16.719454,-92.659657,"Quercus",NA,"rugosa",NA,"no"
2014,10,28,"","Chiapas","",16.646521,-92.577186,"Quercus",NA,"crispipilis",NA,"no"
1993,5,11,"Acahual de pino-encino, secundario muy perturbado, dosel 8 m, con Pinus michoacana, P. maximinoi, Q. aff. segoviensis y Acacia pennatula abundantes y Rhus, Xylosma, Vernonia y Picramnia, rocoso.","Chiapas","1 km N de Col. Benito Juarez, 5 km S desvio carr. a Amatenango",16.494167,-92.433056,"Quercus",NA,"segoviensis",1780,"no"
1993,4,13,"Bosque de pino  encino, con Quercus crispipilis, Pinus maximinoi, Pinus oaxacana, Juniperus comitana, ladera con exposicion norte.","Chiapas","Frente al rancho San Agustin, 5 km al E de Tulanca",16.508889,-92.346944,"Quercus",NA,"segoviensis",2230,"no"
1993,4,13,"Bosque de encino y pino, con Quercus spp. con sotobosque denso de Dodonaea; laderas con exposicion sureste, pendiente suave.","Chiapas","Km. 145 carretera San Cristobal-Comitan; 2.5 km NW Laguna Larga",16.452778,-92.277778,"Quercus",NA,"segoviensis",2010,"no"
1993,4,15,"En claro natural de Bosque de Encino moderadamente perturbado con Pinus sp., Parathesis, Miconia, Eugenia jambos, Ardisia y Psychotria.","Chiapas","1 km antes de San Luis, sobre el camino Oxchuc-Altamirano",16.737778,-92.115278,"Quercus",NA,"segoviensis",1200,"no"
1993,4,15,"Bosque de Encino moderadamente perturbado con Pinus sp., Parathesis, Miconia, Eugenia jambos, Ardisia y Psychotria.","Chiapas","1 km antes de San Luis, sobre el camino Oxchuc-Altamirano",16.737778,-92.115278,"Quercus",NA,"segoviensis",1200,"no"
1993,5,11,"Bosque de encino-pino, muy abierto, ladera con poca pendiente, suelos someros,  Pinus michoacana, P. oaxcana, Quercus sp., Q. crispipilis, Juniperus gamboana, Acacia pennatula y Dodonea.","Chiapas","Km 145 carretera Comitan-San Cristobal, 2.5 km NW Laguna Larga",16.452778,-92.277778,"Quercus",NA,"segoviensis",2020,"no"
1993,4,27,"Ladera con matorral secundario con Quercus spp, Calliandra, Vernonia, Solanum.","Chiapas","Yoshib 1 km adelante, camino Yoshib-Tenejapa",16.858056,-92.451944,"Quercus",NA,"sapotifolia",1430,"no"
1993,4,27,"Orilla de camino, acahual arboreo joven muy perturbado, entre cafetales, con Sambucus, Solanum, Heliocarpus, Quercus spp. dispersos.","Chiapas","Yetzucum, 1 km adelante, camino Yoshib-Cancuc",16.875278,-92.412778,"Quercus",NA,"sapotifolia",1960,"no"
1993,4,22,"Bosque secundario muy perturbado con Alnus, Liquidambar, Clethra, Pteridium, poco encino y casi nada de pino.","Chiapas","2 km despues de Soyalho, camino San Cristobal-Chalam",16.888889,-92.569444,"Quercus",NA,"sapotifolia",1940,"no"
1993,4,20,"Bosque de pino, con Pinus patula var. longepedunculata, Pinus montezumae, Pinus oaxacana y Quercus spp. dispersos, 25 m altura del dosel, pendiente suave, sotobosque abierto.","Chiapas","Km 34 carretera San Cristobal Ocosingo, cerca de Buenavista",16.761111,-92.359444,"Quercus",NA,"sapotifolia",1410,"no"
1993,4,20,"Orilla de camino a un lado de Bosque de pino encino abierto con Pinus oocarpa, Quercus spp., Belotia mexicana, Clethra, Trophis, Dendropanax, Oreopanax, Inga, Nectandra, Ostrya virginiana.","Chiapas","1.5 km al N de La Ilusion, carretera Altamirano-Comitan",16.608056,-92.0675,"Quercus",NA,"sapotifolia",1410,"no"
1993,4,15,"En Bosque de Encino moderadamente peturbado con Pinus sp., Parathesis, Ardisia, Miconia, Eugenia jambos y Psychotria.","Chiapas","1 km antes de San Luis, sobre el camino Oxchuc-Altamirano",16.737778,-92.115278,"Quercus",NA,"sapotifolia",1200,"no"
1993,4,15,"En Bosque de Encino moderadamente perturbado con Pinus sp., Parathesis, Ardisia, Miconia, Eugenia jambos y Psychotria.","Chiapas","1 km antes de San Luis, sobre el camino Oxchuc-Altamirano",16.737778,-92.115278,"Quercus",NA,"sapotifolia",1200,"no"
1993,4,20,"Orilla de camino a un lado de Bosque de pino encino abierto con Pinus oocarpa, Quercus spp., Belotia mexicana, Clethra, Trophis, Dendropanax, Oreopanax, Inga, Nectandra, Ostrya virginiana.","Chiapas","1.5 km al N de La Ilusion, carretera Altamirano-Comitan",16.608056,-92.0675,"Quercus",NA,"sapotifolia",1410,"no"
2005,8,6,"Terrestre, Bosque tropical perennifolio","Chiapas","Biosfera el Triunfo: Barrio La Lucha Zona de Amortiguamiento",15.549167,-92.607778,"Quercus",NA,"magnoliifolia",1740,"no"
2009,7,10,"Bosque de Coniferas y Quercus","Chiapas","San Antonio Zaragoza, a aprox. 2 km al SE de la comunidad",16.91736,-92.995239,"Quercus",NA,"sapotifolia",1099,"no"
1994,6,17,"Bosque de Pino-encino, con Q. peduncularis, Q. benthamii y Byrsonima crassifolia.","Chiapas","8 km al SW do Jaltenango de La Paz, camino a la Finca Irlanda.",16.830556,-92.758333,"Quercus",NA,"sapotifolia",1500,"no"
1971,9,1,"Forest of Quercus, Pinus, and Liquidambar on slopes. Grassy openings and clearings common in the forest.","Chiapas","Jitotol Ridge of the Northern Highlands: 3 km NW of Pueblo Nuevo Solistahuacan, on the slopes below Hwy 195 in the vicinity of Clinica Yerba Buena",17.5,-92.666667,"Quercus",NA,"crispipilis",1646,"no"
1990,6,19,"Oak forest (of this species).","Chiapas","Reserva El Triunfo, Poligono 1 Buffer zone El Limonar-El Paval Camp.",15.65,-92.8,"Quercus",NA,"",1200,"no"
1993,5,24,"Bosque de encino-pino; abierto por extraccion de lena y carbon.","Chiapas","Coranzon de Maria.",16.691111,-92.544167,"Quercus",NA,"crassifolia",2380,"no"
1993,4,13,"Bosque de pino y encino, con Pinus ayacahuite, Pinus oocarpa, Pinus sp, Quercus crasifolia, Quercus sp., Juniperus comitana, y Arbutus xalapensis; ladera con exposicion norte, suelos rojos.","Chiapas","Camino al Cerro Chihuitz, 5 km al E de Tulanca",16.473056,-92.356944,"Quercus",NA,"crassifolia",2280,"no"
2008,4,12,"Selva mediana subperenifolia","Chiapas","Mirador El Roblar, Parque Nacional Cañon del Sumidero",16.819444,-93.073333,"Quercus",NA,"",1314,"no"
2004,11,7,"Bosque de pino-encino","Chiapas","La Reserva de la Biosfera El Triunfo, Poligono Zona de Amortiguamiento, aprox. 600 m antes del rancho Buenavista III",15.808056,-93.048611,"Quercus",NA,"castanea",1498,"no"
1992,3,10,"Bosque de pino-encino, asociado con Pinus oaxacana, P. montezumae, P. pseudostrobus, Quercus segoviensis y Crataegus pubescens.","Chiapas","El Aguaje.",16.688889,-92.589444,"Quercus",NA,"segoviensis",2250,"no"
2009,10,27,"Bosque de coniferas (Pino) y Quercus (Acahual)","Chiapas","Taquinalho, 10 km del desvio en carretera hacia El Copal",16.968056,-92.976944,"Quercus",NA,"castanea",1517,"no"
1993,9,25,"Bosque de Quercus-Alnus-Drimys.","Chiapas","Yaal Ichin",16.846389,-92.675833,"Quercus",NA,"rugosa",2100,"no"
1993,5,11,"Acahual de pino-encino, secundario muy perturbado, dosel 8 m, con Pinus michoacana, P. maximinoi, Q. aff. segoviensis y Acacia pennatula abundantes y Rhus Xylosma, Vernonia y Picramnia, rocoso.","Chiapas","1 km de Col. Benito Juarez, 5 km S devio carr. A Amatenango.",16.494167,-92.433056,"Quercus",NA,"rugosa",1780,"no"
1992,7,22,"Bosque abierto de encino, asociado a Quercus rugosa, Ostrya virginiana var. guatemalensis y Arbutus xalapensis.","Chiapas","Ejido Flores Magon.",16.633333,-92.547222,"Quercus",NA,"crispipilis",2350,"no"
1970,9,20,"A montane rain forest with Podocarpus, Magnolia, tree ferns, Tillandsia, and Brunnelia mexicana. The windward side of a NE-facing slope.","Chiapas","Jitotol Ridge of the Northern Highlands: 3 km NW of Pueblo Nuevo Solistahuacan",17.5,-92.666667,"Quercus",NA,"benthamii",2042,"no"
2002,5,25,"Bosque mesofilo de Montana","Chiapas","Cerro Le Angostura, Ejido Nuevo Eden, 9 km al sur de la Colonia Plan de Ayala",15.3575,-93.216389,"Quercus",NA,"",1445,"no"
2005,1,17,"Bosque mesofilo de montana","Chiapas","Reserva de la Biosfera El Triunfo, Poligono: Zone de amortiguamiento, Camino a Cerro Madre, Ejido Laguna del Cofre",15.606389,-92.655278,"Quercus",NA,"sapotifolia",2124,"no"
1993,5,6,"Acahual arboreo en ladera pronunciada con Alnus, Liquidambar, Quercus candicans, Ostrya, Monnina.","Chiapas","4 km de San Andres Larrainzar hacia Bochil",16.911111,-92.735833,"Quercus",NA,"skutchii",1920,"no"
1994,9,29,"Bosque de Pino-encino perturbado.","Chiapas","Rancho Yerbabuena.",16.476667,-92.298333,"Quercus",NA,"crispipilis",2150,"no"
1993,5,18,"En bosque abierto de Pinus oocarpa.","Chiapas","8 km de Altamirano hacia La Laguna.",16.716667,-91.988889,"Quercus",NA,"peduncularis",1280,"no"
1993,7,15,"Bosque de pino-encino.","Chiapas","Cruz quemada.",16.404722,-92.251667,"Quercus",NA,"crispipilis",2230,"no"
1993,5,27,"Bosquete de encinos en ladera, suelo pedregoso con influencia volcanica.","Chiapas","La Selva.",16.7525,-92.695,"Quercus",NA,"laurina",2450,"no"
1970,7,27,"A montane rain forest with Podocarpus, Magnolia, tree ferns, Tillandsia, and Brunnelia mexicana. The windward side of a NE-facing slope.","Chiapas","Jitotol Ridge of the Northern Highlands: 3 km NW of Pueblo Nuevo Solistahuacan",17.5,-92.666667,"Quercus",NA,"benthamii",2042,"no"
1995,4,18,"Orilla de carretera y canada de bosque de encino pino.","Chiapas","km 45 caretera Altamirano-Comitan.",16.654167,-92.051111,"Quercus",NA,"cortesii",1475,"no"
2005,1,15,"Terrestre","Chiapas","Biosfera el Triunfo: Montana Piedra Blanca, Laguna del Cofre Zona de Amortiguamiento",15.626944,-92.6475,"Quercus",NA,"magnoliifolia",1756,"no"
1993,5,13,"Acahual arboreo de encino de hasta 5 m de lato, muy abierto e insolado.","Chiapas","1 km NE Rio Florido, camino Pasthonticja-Rio Florido.",16.702222,-92.264444,"Quercus",NA,"polymorpha",1970,"no"
1995,5,8,"Ladera sur, pronunciada, de bosque de encino pino.","Chiapas","Nahotic, 17 km al suroente de Chilil",16.801389,-92.530278,"Quercus",NA,"peduncularis",2275,"no"
1971,9,1,"Steep montane rain forest slope near Puerto del Viento with Pilea, Peperomia, Piper, tree ferns, sycamore, elm common in the stream canyons.","Chiapas","Jitotol Ridge of the Northern Highlands:  9 mi. NW of Pueblo Nuevo Solistahuacan along the road between Rincon Chamula and Rayon, near Puerto del Viento",17.5,-92.666667,"Quercus",NA,"benthamii",1768,"no"
1993,5,18,"Acahual arboreo de Quercus.","Chiapas","Tsotom tetic, (pat yuk ch'entic).",16.828333,-92.715,"Quercus",NA,"rugosa",2420,"no"
2004,11,7,"Bosque de Pino Encino","Chiapas","Reserva de la Biosfera El Triunfo, aprox. 600 m antes del rancho Buenavista III.",15.808056,-93.048611,"Quercus",NA,"magnoliifolia",1498,"no"
2009,7,8,"Bosque de Quercus","Chiapas","Ejido Nueva Esperanza",16.913202,-93.057948,"Quercus",NA,"",919,"no"
2005,8,6,"Bosque tropical perennifolio.","Chiapas","Biosfera el Triunfo: Barrio La Lucha. Zona de Amortiguamiento.",15.549167,-92.607778,"Quercus",NA,"",1740,"no"
2005,6,16,"Bosque de pino-encino","Chiapas","Reserva de la Biosfera El Triunfo: Cerro El Cofre, Laguna del Cofre Zona de Amortiguamiento I",15.635833,-92.644444,"Quercus",NA,"skinneri",1866,"skinneri"
1986,4,17,"In low oak scrub with occasional pines in very dry soil.","Chiapas","3.6 mi. above road betweeen San Cristobal and Tenejapa on dirt road to Estacion Microondas Taontehuitz, then 0.4 mi. lest (south) on other dirt road. On ridge top",16.816667,-92.55,"Quercus",NA,"crassifolia",2550,"no"
2007,9,3,"Selva mediana subperenifolia","Chiapas","Mirador el Tepehuaje, Parque Nacional Cañon del Sumidero",16.830278,-93.090833,"Quercus",NA,"sebifera",1256,"no"
1987,5,5,"Cloud forest with Quercus, Alnus and Carpinus.","Chiapas","Along incomplete dirt road to Motozintla, hills above Union Juarez, lower slopes of Volcan Tacana.",15.1,-92.083333,"Quercus",NA,"lancifolia",1955,"lancifolia"
1993,3,23,"Bossque de encino sobre ladera este del cerro Huitepec; asociado con Quercus rugosa, Q. crassifolia, Q. candicans y Viburnum jucundum","Chiapas","Estacion Biologica Huitepec.",16.745833,-92.696111,"Quercus",NA,"laurina",2400,"no"
1993,4,27,"Ladero con matorral secundario con Quercus spp, Calliandra, Vernonia, Solanum.","Chiapas","Yoshib 1 km adeante, camino Yoshib-Tenejapa.",16.858056,-92.451944,"Quercus",NA,"polymorpha",1430,"no"
1993,4,29,"Bosque de Quercus Pinus Ostrya-Liquidambar, perturbado, ladera con exposicion NE, asociado a Prunus brachybotrya, Persea americana, Cornus disciflora, Cleyera theoides, Alnus sp., Acer negundo.","Chiapas","700 m adelante de Balun Canal, camina San Cristobal-Tenejapa.",16.8,-92.516667,"Quercus",NA,"skutchii",2100,"no"
1993,4,29,"Acahual arboreo en suelo pedregoso.","Chiapas","C'atixtic.",16.785,-92.726944,"Quercus",NA,"crassifolia",2300,"no"
1993,9,22,"Bosque de encinos.","Chiapas","Bautista Chico",16.802778,-92.708889,"Quercus",NA,"rugosa",2357,"no"
1994,9,5,"Bosque de pino-encino, miy abierto; sociado a Viburnum jucundum, Salvia cinnabarina.","Chiapas","San Antonio Las Rosas-K'ostik.",16.723056,-92.364722,"Quercus",NA,"crispipilis",2370,"no"
2005,2,3,"Bosque de Pino-Encino","Chiapas","La Reserva de la Biosfera El Triunfo, Poligono Zona de amortiguamiento, aprox. 600 m antes del rancho Buenavista III.",15.808056,-93.048611,"Quercus",NA,"calophylla",1498,"no"
1992,7,22,"Bosque abierto de encino, asociado a Quercus rugosa, Ostrya virginiana var. guatemalensis y Arbutus xalapensis.","Chiapas","Ejido Flores Magon",16.633333,-92.513889,"Quercus",NA,"laurina",2350,"no"
1971,10,7,"Forest of Quercus, Pinus, and Liquidambar on slopes. Grassy openings and clearings common in the forest.","Chiapas","Jitotol Ridge of the Northern Highlands: 3 km NW of Pueblo Nuevo Solistahuacan on the slopes below Hwy 195 in the vicinity of Clinica Yerba Buena",17.5,-92.666667,"Quercus",NA,"crispipilis",1646,"no"
1994,9,29,"Bosque de pino-encino, abierto or tala.","Chiapas","Corazon de Maria",16.691111,-92.544167,"Quercus",NA,"skutchii",2380,"no"
1993,4,15,"En ladera de Bosque de Pino Encino muy perturbado con Pinus oocarpa, Oreopanax sp., Quercus sp.","Chiapas","Cushulja cruce de las carreteras a Ocosingo y a Altamirano.",16.816111,-92.1725,"Quercus",NA,"sapotifolia",1300,"no"
1994,5,18,"Bosque de encino.","Chiapas","Cueva de Venado, 9 km antes de Chanal Ilegando por Chilil",16.583333,-92.236111,"Quercus",NA,"segoviensis",2100,"no"
1993,8,3,"Bosquete de pino encino rodeado de milpa.","Chiapas","Arvenza 2 (calvario).",16.785833,-92.711111,"Quercus",NA,"crassifolia",2300,"no"
1971,9,1,"Forest of Quercus, Pinus, and Liquidambar on slopes. Grassy openings and clearings common in the forest.","Chiapas","Jitotol Ridge of the Northern Highlands. 3 km NW of Pueblo Nuevo Solistahuacan, on the slopes below Hwy 195 in the vicinity of Clinica Yerba Buena",17.5,-92.666667,"Quercus",NA,"rugosa",1646,"no"
2009,5,22,"Bosque de coniferas y de Quercus","Chiapas","Carretera col. Gabriel Esquinca - La Pimienta",16.965157,-93.230559,"Quercus",NA,"crassifolia",1246,"no"
1994,10,19,"Bosque de encino sobre ladera pedregosa con pendiente moderada.","Chiapas","4 km al S de San Isidro Chijilte.",16.55,-92.533333,"Quercus",NA,"crispipilis",1780,"no"
1995,5,11,"Sobre piedras en cerro que sobresale en canada de acahual arboreo.","Chiapas","km 45 carretera Altamirano-Comitan.",16.654167,-92.051111,"Quercus",NA,"sapotifolia",1520,"no"
2005,7,22,"Bosque de pino encino","Chiapas","Biosfera de la Reserva El Triunfo: Barrio de Rancho Bonito Zona de Amortiguamiento 1",15.614444,-92.656944,"Quercus",NA,"magnoliifolia",1786,"no"
1993,4,1,"Bosque de encino pino muy abierto por extraccion de lena y carbon.","Chiapas","Coranzon de Maria",16.691111,-92.544167,"Quercus",NA,"crassifolia",2380,"no"
2005,4,21,"Bosque Pino Encino","Chiapas","Reserva de la Biosfera El Triunfo, aprox. 1 km despues del Rancho Morelia, rumbo al Rancho Altos de Jesus.",15.802222,-93.035,"Quercus",NA,"elliptica",1220,"no"
1993,3,22,"Bosque de encino medianamente maduro.","Chiapas","Estacion Biologica Huitepec",16.745833,-92.696111,"Quercus",NA,"calophylla",2400,"no"
1971,9,1,"A transition forest with an extremely variable mixture of elements from both the pine-oak forest below and the montane rain forest above.","Chiapas","Jitotol Ridge of the Northern Highlands: 3 km NW of Pueblo Nuevo Soistahuacan on the slopes below Hwy 195 in the vicinity of Clinica Yerba Buena",17.5,-92.666667,"Quercus",NA,"benthamii",1768,"no"
1987,5,9,"Cloud forest with Quercus, Pinus, Carpinus and Myrica.","Chiapas","Along the dirt road to Siltepec, past Ejido Benito Juarez, ca. 12 km from the turnoff from Mexican Hwy 190, S of Motozintla",15.333333,-92.25,"Quercus",NA,"laurina",2100,"no"
1994,9,1,"Bosque de pino-encino en orilla de camino; asociado a Pinus ayacahuite, Ostrya virginiana.","Chiapas","San Antonio Las Rosas-Tulantik.",16.725556,-92.364722,"Quercus",NA,"laurina",2370,"no"
1979,12,3,"Bosque abierto de pino con muchos encinos, con mucha-tierra desmontada.","Chiapas","95 km al S de Palenque sobre carretera a Ocosingo (Carr. 199), 1.2 km al N de entronque conla terraceria a Yajalon",17,-92.15,"Quercus",NA,"peduncularis",970,"no"
1994,3,10,"Bosque de encino maduro asociado con Quercus crassifolia, Q. laurina, Q. rugosa y Styrax argenteus.","Chiapas","Estacion Biologica Huitepec, ladera N.",16.745833,-92.696111,"Quercus",NA,"calophylla",2450,"no"
1993,7,6,"Bosque de encinos, lomerios, suelo pedregoso (cuc lum)","Chiapas","Yaal Ichin",16.846389,-92.675833,"Quercus",NA,"rugosa",2110,"no"
1971,9,1,"Riparian woods in a pin-oak-sweetgum forest.","Chiapas","Jitotol Ridge of the Northern Highlands: 6 mi. N of Jitotol",17.5,-92.666667,"Quercus",NA,"polymorpha",1554,"no"
1994,9,12,"Bosque de pino-encino.","Chiapas","500 m a San Antonio de Ramos. [Tenejapa Mpo (Huistan) or Huixtan Mpo (Huistan is alt. spelling...?]",16.718889,-92.525,"Quercus",NA,"laurina",500,"no"
1994,5,26,"Bosque de Encino muyt perturbado, con Q. sapotaefolia y Q. candicans.","Chiapas","3 km antes de Yochib, camino hacia Tenejapa a Centro de Investigaciones Ecologicas del SE.",16.844444,-92.438611,"Quercus",NA,"peduncularis",1500,"no"
2009,10,27,"Bosque de coniferas (Pino) y Quercus (Acahual)","Chiapas","Taquinalho, 10 km del desvio en carretera hacia El Copal",16.968056,-92.976944,"Quercus",NA,"benthamii",1517,"no"
1995,3,22,"Bosque chaparro de encinos, Acacias, seco, pertubado.","Chiapas","3.2 km al S de Col. Juncana.",16.115,-91.916667,"Quercus",NA,"polymorpha",1700,"no"
1993,9,22,"Bosque de encinos.","Chiapas","Bautista Chico",16.802778,-92.708889,"Quercus",NA,"crassifolia",2357,"no"
1989,4,14,"Bosque de Pinus y Quercus con Liquidambar, Inga, Trema, Belotia, Heliocarpus, suelo areno arcilloso abundante mat. org.","Chiapas","Ejido Tierra y Libertad, Mpio. Villaflores",16.241667,-93.275,"Quercus",NA,"skinneri",1000,"skinneri"
1989,4,14,"Bosque de Pinus y Quercus con Liquidambar, Inga, Trema, Belotia, Heliocarpus, suelo areno arcilloso abundante mat. org.","Chiapas","Ejido Tierra y Libertad, Mpio. Villaflores",16.241667,-93.275,"Quercus",NA,"magnoliifolia",1000,"no"
1976,5,27,"Selva alta y mediana","Chiapas","San Pablo, zona lacandona",16.7771582,-91.3126962,"Quercus",NA,"skinneri",350,"skinneri"
1988,12,15,"Bosque de Quercus con Pinus tenuifolia, P. oocarpa y tabaquillo, suelo areno arcilloso, negro 30% de pend. exp. N.","Chiapas","Km 18 de Jaltenango, camino a Barrio San Rafael, ejido La Reforma, Mpio. La Concordia",15.9194151,-92.6638799,"Quercus",NA,"germana",600,"no"
1995,10,23,"NO DISPONIBLE","Chiapas","Km 20, de la carretera Comitán-Soyatitan",16.290833,-92.220833,"Quercus",NA,"laurina",950,"no"
1948,7,14,"NO DISPONIBLE","Chiapas","El Triunfo",17.659444,-92.027778,"Quercus",NA,"skinneri",350,"skinneri"
1986,8,10,"NO DISPONIBLE","Chiapas","3 km al NE de Unión Juárez",15.075,-92.075,"Quercus",NA,"peduncularis",800,"no"
1997,5,1,"NO DISPONIBLE","Chiapas","Rancho de Miguel Acroa, unos 5 km al norte de Palenque por la via a Campeche",17.544444,-91.9875,"Quercus",NA,"",0,"no"
1994,7,21,"NO DISPONIBLE","Chiapas","Carretera Domingo Chanona a Ocozocuautla, 3 km del límite Ocozocuautla-Villa Flores",16.500833,-93.456111,"Quercus",NA,"glaucoides",525,"no"
1994,7,21,"NO DISPONIBLE","Chiapas","Carretera Domingo Chanona a Ocozocuautla, 3 km del límite Ocozocuautla-Villa Flores",16.500833,-93.456111,"Quercus",NA,"scytophylla",525,"no"
1994,7,21,"NO DISPONIBLE","Chiapas","Carretera Domingo Chanona a Ocozocuautla, 3 km del límite Ocozocuautla-Villa Flores",16.500833,-93.456111,"Quercus",NA,"peduncularis",525,"no"
1980,8,2,"NO DISPONIBLE","Chiapas","9 km al N del entronque de La Trinitaria rumbo a Montebello",16.141667,-91.975,"Quercus",NA,"sebifera",850,"no"
1985,3,30,"NO DISPONIBLE","Chiapas","3 km al E de la carretera San Cristóbal de las Casas a Tenejapa, sobre el camino a Matzala",16.736111,-92.601389,"Quercus",NA,"",0,"no"
1993,5,25,"NO DISPONIBLE","Chiapas","Yaal Ichin",16.845833,-92.675833,"Quercus",NA,"rugosa",1055,"no"
1999,3,2,"NO DISPONIBLE","Chiapas","Desviación a San Juan Bautista",17.780278,-91.9075,"Quercus",NA,"oleoides",10,"no"
1994,3,10,"NO DISPONIBLE","Chiapas","Estación biológica de Huitepec",16.745,-92.695833,"Quercus",NA,"candicans",1225,"no"
1984,5,20,"NO DISPONIBLE","Chiapas","Tenejapa",16.817222,-92.505556,"Quercus",NA,"crassifolia",0,"no"
1976,9,11,"","Chiapas","Above Colonia Vincente Guerrero along road to Finca Cuxtepeques [Custepeque].",15.976667,-93,"Quercus",NA,"acutifolia",1100,"no"
1972,4,19,"","Chiapas","5-7 km NW of Rizo de Oro along a logging road to Cerro Baul and Colonia Figaroa.",16.504444,-94.12,"Quercus",NA,"acutifolia",100,"no"
1971,10,27,"","Chiapas","Along the Rio Hondo 6.5 km N of Jitotol along road to Pichucalco.",17.1,-92.86,"Quercus",NA,"acutifolia",1700,"no"
1972,12,28,"","Chiapas","Slopes along steep ravine above the settlement of Tolíman (Tolímam) 38 km west (locality is actually north) of Huixtla on the road to Motozintla.",15.321111,-92.335555,"Quercus",NA,"acutifolia",1250,"no"
1972,9,23,"","Chiapas","Steep slope, 10 km SW of Ocosingo along road to San Cristóbal.",16.83,-92.11,"Quercus",NA,"acutifolia",1200,"no"
1972,2,19,"","Chiapas","Slope with Pinus and Quercus 8 km north of Ixtapa.",16.85,-92.9,"Quercus",NA,"acutifolia",1000,"no"
1972,7,18,"","Chiapas","At Rancho Ch'a ha' 5-6 km W of Teopisca. [original elevation: 2200 m.]",16.541111,-92.521944,"Quercus",NA,"acutifolia",1700,"no"
1937,8,3,"","Chiapas","Mt. Pasitar",15.43,-92.43,"Quercus",NA,"paxtalensis",NA,"no"
1976,9,11,"","Chiapas","Above Colonia Vincente Guerrero along road to Finca Cuxtepeques [Custepeque].",15.976667,-93,"Quercus",NA,"acutifolia",1100,"no"
1971,10,16,"","Chiapas","Crest of the Sierra, near the microwave station of La Mina, 12 km S of Mexican Highway 190, near Rizo de Oro.",16.42,-94.04,"Quercus",NA,"acutifolia",1000,"no"
1971,12,11,"","Chiapas","On the eastern side of Pueblo Nuevo Solistahuacán.",17.15,-92.89,"Quercus",NA,"acutifolia",1700,"no"
1988,6,10,"","Chiapas","Between El Rosaria and Ojo de Aqua along road to Niquivil.",15.25,-92.28,"Quercus",NA,"skinneri",1770,"skinneri"
1972,11,12,"","Chiapas","On the SE side of Volcán Tacaná above Talquian.",15.105,-92.090278,"Quercus",NA,"skinneri",2200,"skinneri"
1976,11,21,"","Chiapas","SW side of Cerro Mozotal, 11 km NW of the junction of the road to Motozintla along the road to El Porvenir and Siltepec.",15.4,-92.3,"Quercus",NA,"skinneri",2100,"skinneri"
1971,7,10,"","Chiapas","Steep slopes of weathered granite, with pines on ridges and humid forest in valleys, common on edges of valleys. About 1.8 miles up road to microwave tower and La Providencia, from Hwy 190 about 4.0 miles SW of Rizo de Oro.",16.5,-93.91,"Quercus",NA,"acutifolia",NA,"no"
1972,2,9,"","Chiapas","Steep slopes, at the E base of Cerro Tres Picos near Cerro Bola along a logging road SW of Colonia Agronomos Mexicanos.",16.210556,-93.596111,"Quercus",NA,"xalapensis",1500,"no"
