"year","month","day","habitat","stateProvince","locality","decimalLatitude","decimalLongitude","scientificName","genus","subgenus","specificEpithet","elevation"
1970,6,19,"NO DISPONIBLE","Chiapas","2.5 mile N of Pueblo Nuevo, Solistahucán, Mpio. Pueblo Nuevo Solistahuacán",17.191667,-92.925,"Quercus conspersa Benth.","Quercus",NA,"conspersa",807
1965,4,17,"NO DISPONIBLE","Oaxaca","El Fortín, Mpio. Nochixtlán, Km. 492 carr. México.",17.458333,-97.241667,"Quercus felipensis Trel.","Quercus",NA,"felipensis",0
1963,6,1,"Encinar, Arbutus","Oaxaca","Km. 35 desv. carr. Cd. Oaxaca, Llano de las Flores, Tuxtepec.",17.825,-96.175,"Quercus felipensis Trel.","Quercus",NA,"felipensis",0
1974,2,2,"Bosque de pino y encino, asoc. con Pinus pseudostrobs var. oaxacana, Quercus rugosa y Q. candicans","Chiapas","Predio Dolores, entre San Cristóbal las Casas y Teopisca",16.608333,-92.525,"Quercus mexicana Bonpl.","Quercus",NA,"mexicana",1060
1979,8,18,"Bosque de pino","Chiapas","San Cristóbal de las Casas, Mpio. San Cristóbal de las Casas",16.741667,-92.641667,"Quercus mexicana Bonpl.","Quercus",NA,"mexicana",1100
1976,5,27,"Selva alta y mediana","Chiapas","San Pablo, zona lacandona",16.7771582,-91.3126962,"Quercus skinneri Benth.","Quercus",NA,"skinneri",350
1971,12,31,"Bosque de encino","Chiapas","Cerca del entronque Escopetazo desde Chiapa de Corzo",16.775,-92.941667,"Quercus skinneri Benth.","Quercus",NA,"skinneri",0
1976,5,27,"Selva alta y mediana","Chiapas","San Pablo, zona lacandona",16.7771582,-91.3126962,"Quercus skinneri Benth.","Quercus",NA,"skinneri",350
1984,11,3,"Bosque en ladera de cerro","Oaxaca","15 Km a Tlaxiaco-San Juan Mixtepec, Mpio. Santiago Nundichi, Distrito Tlaxiaco, Región Mixteca",17.358333,-97.758333,"Quercus elliptica Née","Quercus",NA,"elliptica",1195
1987,5,25,"BOSQUE DE PINO Y ENCINO","Oaxaca","8 Km al E de San Mixtepec Mpio. San Juan Mixtepec, Dto. Juaxtlahuaca",17.308333,-97.825,"Quercus elliptica Née","Quercus",NA,"elliptica",1100
1986,9,11,"Matorral","Oaxaca","Aprox. 5Km. sobre la desviación a Yucuñama, Mpio. San Pedro Yucuñáma Región Mixteca Dto. Teposcolula.",17.575,-97.358333,"Quercus elliptica Née","Quercus",NA,"elliptica",1190
1979,11,11,"Ladera empinadas con pastizal de Melinias y manchones de pino, sueloarenoso, de granito","Oaxaca","9.5 Km. al E de Nopala por la terracería a San Gabriel Mixtepec Mpio. Nopala.",16.091667,-97.141667,"Quercus elliptica Née","Quercus",NA,"elliptica",345
1975,1,20,"Bosque de P. oocarpa masa pura Quercus y Arbutus","Chiapas","Km 50 camino Huixtla-Motozintla",15.258333,-92.408333,"Quercus elliptica Née","Quercus",NA,"elliptica",800
1981,11,11,"NO DISPONIBLE","Oaxaca","Llano Frío, Santa María Lachixio.",16.758333,-97.025,"Quercus castanea Née","Quercus",NA,"castanea",0
1972,9,1,"Bosque de Pino-Encino","Chiapas","2 Km antes de Soyaló, carretera Pichucalco a Tuxtla Gutiérrez",16.908333,-92.925,"Quercus castanea Née","Quercus",NA,"castanea",0
1966,12,6,"Acahual de más o menos 15 años en sabanas","Chiapas","Km 4 de la desviación de la Carretera Internacional sobre la desviación a Palenque",17.691667,-92.041667,"Quercus elliptica Née","Quercus",NA,"elliptica",0
1977,12,23,"Bosque de encino","Oaxaca","San Vicente Nuñó, 20 Km al S de la Desviación a Tlaxiaco",17.458333,-97.441667,"Quercus castanea Née","Quercus",NA,"castanea",1175
1983,6,19,"Bosque de encino, ladera pedregosa, Pend. 30% Text. rugosa","Oaxaca","Aprox. 2.5 Km. al N de Santo Domingo, Nuxáa, Dto. de Nochixtlán.",17.208333,-97.041667,"Quercus castanea Née","Quercus",NA,"castanea",1100
1977,12,25,"Bosque de encino","Oaxaca","San Vicente Nuñó, 20 Km al S de la Desviación a Tlaxiaco",17.458333,-97.441667,"Quercus castanea Née","Quercus",NA,"castanea",1175
1978,11,6,"ENCINAR","Oaxaca","Km. 12 camino Trapiche-Asunción Mixtepec.",16.8429254,-96.9082128,"Quercus castanea Née","Quercus",NA,"castanea",859
1983,5,2,"Bosque de encino, suelo tepetatoso, Pend. 25% Exp. N","Oaxaca","Aprox. 12 Km. al N de San Miguel Tecomatlá, Dto. de Nochistlán.",17.441667,-97.275,"Quercus castanea Née","Quercus",NA,"castanea",1250
1985,6,24,"BOSQUE DE PINUS Y QUERCUS","Oaxaca","6 Km NE de la Cumbre, Mpio. Teococuilco, Dto. Ixtlán, Región Sierra N",17.308333,-96.525,"Quercus castanea Née","Quercus",NA,"castanea",1300
1973,5,25,"Bosque perturbado de encinos, ladera caliza de cerro","Oaxaca","Parteaguas de la cuenca del Tequilita, Mpio. Xochistahuacan",17.725,-97.341667,"Quercus castanea Née","Quercus",NA,"castanea",1125
1965,10,14,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.558333,-96.691667,"Quercus castanea Née","Quercus",NA,"castanea",1250
1965,4,17,"NO DISPONIBLE","Oaxaca","El Fortín, Nochistlán.",17.458333,-97.241667,"Quercus castanea Née","Quercus",NA,"castanea",1150
1963,8,31,"Oak zone granitic","Oaxaca","Sierra Mazateca, E of Teotitlán",18.125,-97.091667,"Quercus castanea Née","Quercus",NA,"castanea",1125
1985,2,20,"Bosque de encino","Oaxaca","Cerro de Sn. Felipe del agua; Mpio. Oaxaca.",17.1308179,-96.7190342,"Quercus castanea Née","Quercus",NA,"castanea",960
1983,4,19,"Bosque de encino, ladera pedregoso, Pend. 30% Exp. N","Oaxaca","Aproximadamente 2.5 Km. al N de Santo Domingo Nuxaa, Distrito de Nochistlán.",17.208333,-97.041667,"Quercus castanea Née","Quercus",NA,"castanea",1100
1981,11,11,"NO DISPONIBLE","Oaxaca","Llano Frìo Santa Marìa Lachixio.",16.758333,-97.025,"Quercus castanea Née","Quercus",NA,"castanea",1100
1985,6,24,"BOSQUE DE PINUS Y QUERCUS","Oaxaca","6 Km NE de la Cumbre, Mpio. Teococuilco, Dto. Ixtlán, Región Sierra N",17.308333,-96.525,"Quercus castanea Née","Quercus",NA,"castanea",1300
1965,4,15,"NO DISPONIBLE","Oaxaca","A 1 Km., de Fortín, Nochistlán.",17.458333,-97.241667,"Quercus castanea Née","Quercus",NA,"castanea",1150
1978,7,8,"Sparse pine-oak woodland along a redgeline","Oaxaca","25 mile NW of Oaxaca",17.2880966,-96.9383838,"Quercus resinosa Liebm.","Quercus",NA,"resinosa",860
1965,7,16,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.625,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1965,1,19,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.625,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1965,1,18,"NO DISPONIBLE","Oaxaca","Loma del encino, El Carrizal Yolox.",17.541667,-96.691667,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1985,5,21,"Bosque de pino encino","Oaxaca","9 Km. NW de la desv. de Zaachila a Peras Mpio. Sn. Miguel Peras.",16.958333,-96.875,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1450
1983,5,2,"Bosque de encino, orilla de camino tepetatoso; Pend. 15%; Exp. N","Oaxaca","Aprox. 15 km. de la comunidad San Miguel Tecomatlán, Ddto. de Nochixtlán.",17.441667,-97.275,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1300
1965,7,16,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.625,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1965,1,19,"NO DISPONIBLE","Oaxaca","A 12 Km. del Carrizal Yolox.",17.525,-96.625,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1984,10,10,"Bosque de galería Quercus y Alnus","Oaxaca","43 Km S de Miahuatlán, Mpio. San Miguel Suchixtepec, Dto. Miahuatlán de Porfirio Díaz",16.075,-96.475,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1985,6,24,"Bosque de pino y abeto","Oaxaca","8 Km al NO de la Cumbre, Mpio. Teococuilco, Dto. Ixtlán de Juárez  Región Sierra N",17.225,-96.575,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1500
1983,5,3,"Ladera pedregosa, Pend. 11% Exp. N","Oaxaca","Cañada del Madroño, Aprox. 18 km. al NW de Santiago Tilantongo, No--chistlán.",17.291667,-97.408333,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1500
1965,10,17,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.625,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1965,10,14,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.691667,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1375
1971,5,7,"Bosque de Pinus, aserraderop (Predios de) Cuesta del Extranjero","Chiapas","Rancho Nuevo, Mpio. de San Cristóbal de las Casas",16.675,-92.575,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1150
1985,3,14,"Bosque de encino","Oaxaca","Cerro de Sanb Felipe del  Agua; Mpio. Oaxaca; Dto. Centro, Región V.",17.091667,-96.725,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1150
1969,2,7,"Ladera caliza con abundancia y veg. de bosque alto de Quercus","Oaxaca","Laguna Prieta de Cerro Negro, Mpio. Tepelmeme, Oaxa. Dist. de Coixtlahuaca.",17.808333,-97.491667,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1250
1965,7,16,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.625,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1965,7,16,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.625,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1968,9,12,"Ladera ígnea con bosque de Quercus rugosa, Quercus castanea","Oaxaca","Cerro Tamazulapan, 3Km. al E de San Francisco Reopan, Ex-Dist. de Coixtlahuaca.",17.725,-97.341667,"Quercus chartacea Trel.","Quercus",NA,"chartacea",0
1978,11,25,"Asociación pino-encino-madroño, suelo arcilloso de 25-30 cm altura y 50-60 cm de ON","Oaxaca","San Pablo Macueltianguis al S de San Andrés Hueyopan",17.525,-96.558333,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",1025
1985,1,25,"BOSQUE DE PINO Y ENCINO","Oaxaca","5 Km NE de Tilapa, Mpio. Juxtlahuaca, Dto. Juxtlahuaca, Región Sierra Sur",17.158333,-97.925,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",660
1965,4,13,"Sobre un filo entre dos barrancos","Oaxaca","Cerca de El Polvorín, Lachao, Juquila a Puerto Escondido.",16.2307779,-97.1369863,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",950
1963,5,23,"NO DISPONIBLE","Oaxaca","Puerto de la Soledad, camino Teotitlán-Huantla de Jiménez",18.041667,-96.708333,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",0
1965,4,13,"Mezclado con P. douglasiana","Oaxaca","El Polvorín, San Juan Lachao, Juquila, Km 183 camino Oaxaca-Puerto Escondido",16.208333,-97.141667,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",1350
1963,6,1,"NO DISPONIBLE","Oaxaca","Km. 35 desviación carretera Cd. Oaxaca-Llano de las Flores-Tuxtepec.",17.825,-96.175,"Quercus L.","Quercus",NA,"",0
1963,6,1,"NO DISPONIBLE","Oaxaca","Km. 35 desviación carretera Ciudad Oaxaca-Llano de las Flores, Tuxtepec.",17.425,-96.508333,"Quercus L.","Quercus",NA,"",0
1963,6,2,"Margen bosque Pinus, Quercus, Abies, perfil suelo","Oaxaca","Llano de las Flores, Sierra de Juárez, km 150 sur de Ciudad Alemán.",17.425,-96.508333,"Quercus L.","Quercus",NA,"",1430
1963,6,1,"NO DISPONIBLE","Oaxaca","Km 35, desviación carretera Cd. Oaxaca-Llano de las Flores, Tuxtepec.",17.825,-96.175,"Quercus L.","Quercus",NA,"",0
1963,6,2,"Margen bosque Pinus, Quercus, Abies, perfil suelo","Oaxaca","Llano de las Flores, Sierra de Juárez, km 150 sur de Ciudad Alemán.",17.425,-96.508333,"Quercus L.","Quercus",NA,"",1430
1963,6,2,"Selva de Weinmannia, Quercus, Clethra y Drimys","Oaxaca","Carretera Ciudad Oaxaca-Tuxtepec, km 123 sur de Ciudad Alemán, al norte de Cerro Pelón, Sierra de Juárez.",17.613351,-96.5094447,"Quercus L.","Quercus",NA,"",1185
1963,6,1,"ENCINAR","Oaxaca","Km. 35 desviación carretera Ciudad Oaxaca-Llano de las Flores, Tuxtepec.",17.425,-96.508333,"Quercus L.","Quercus",NA,"",1135
1963,6,3,"NO DISPONIBLE","Oaxaca","Encinar de Tuxtepec en la desviación a la Fábrica de papel de Sebastopol.",18.091667,-96.141667,"Quercus L.","Quercus",NA,"",0
1963,8,31,"NO DISPONIBLE","Oaxaca","Sierra Mazateca, E of Teotitlán",18.125,-97.091667,"Quercus L.","Quercus",NA,"",0
1963,6,3,"NO DISPONIBLE","Oaxaca","Encinar de Tuxtepec en la desviación a la Fábrica de papel de Sebastopol.",18.091667,-96.141667,"Quercus L.","Quercus",NA,"",30
1959,12,23,"NO DISPONIBLE","Oaxaca","Ejido Benito Juárez, Carretera Tuxtepec-Valle Nacional, 9.8 km y 800 m SE.",18.091667,-96.141667,"Quercus sororia Liebm.","Quercus",NA,"sororia",0
1964,7,9,"Potrero","Oaxaca","Carretera Las Limas-L. Bonita, 1,500 m desviación a Ruíz Cortínez.",18.058333,-96.108333,"Quercus sororia Liebm.","Quercus",NA,"sororia",0
1959,12,23,"Suelo café rojizo con grava","Oaxaca","Ejido Benito Juárez, Carretera Tuxtepec-Valle Nacional, 9.8 km y 800 m SE.",18.091667,-96.141667,"Quercus sororia Liebm.","Quercus",NA,"sororia",0
1959,12,23,"NO DISPONIBLE","Oaxaca","Ejido Benito Juárez, Carretera Tuxtepec-Valle Nacional, 9.8 km y 800 m SE.",18.091667,-96.141667,"Quercus sororia Liebm.","Quercus",NA,"sororia",0
1964,7,9,"ENCINAR","Oaxaca","Carretera Las Limas-L. Bonita (1,500 m. desviación a Ruíz Cortínez).",18.058333,-96.108333,"Quercus sororia Liebm.","Quercus",NA,"sororia",0
1959,12,23,"Bosque de Quercus glaucescens y Quercus sororia","Oaxaca","Ejido Benito Juárez, Carretera Tuxtepec-Valle Nacional, 9.8 km y 800 m SE.",18.091667,-96.141667,"Quercus sororia Liebm.","Quercus",NA,"sororia",25
1983,5,19,"Bosque de encino, orilla de río, pend. 3%, Exp. N","Oaxaca","Río Culebrón, cruce del camino San Pedro Yucuxina San Juan Tamazola",17.258333,-97.225,"Quercus splendens Née","Quercus",NA,"splendens",900
1978,11,4,"Bosque de Pino-Encino","Oaxaca","San Miguel Cajones Villa Alta",17.141667,-96.425,"Quercus splendens Née","Quercus",NA,"splendens",0
1963,4,13,"Arbol bajo sobre filos de ladera","Oaxaca","El Polvorín, San Juan Lachao, Juquila, Km 183 camino Oaxaca-Puerto Escondido",16.208333,-97.141667,"Quercus excelsa Liebm.","Quercus",NA,"excelsa",950
1965,4,13,"NO DISPONIBLE","Oaxaca","El Polvorín, San Juan Lachao, Juquila, Km 183 camino Oaxaca-Puerto Escondido",16.208333,-97.141667,"Quercus acutifolia Née","Quercus",NA,"acutifolia",0
1971,12,31,"Bosque de encino","Chiapas","Cerca del entronque Escopetazo desde Chiapa de Corzo",16.775,-92.941667,"Quercus acutifolia Née","Quercus",NA,"acutifolia",0
1985,10,22,"BOSQUE DE PINO Y ENCINO","Oaxaca","15 Km S de Sola de Vega, Mpio. Sola de Vega, Distrito Sola de Vega",16.491667,-97.025,"Quercus acutifolia Née","Quercus",NA,"acutifolia",950
NA,NA,NA,"NO DISPONIBLE","Oaxaca","Km. 13 Tlaxiaco-Guadalupe Victoria.",17.2057076,-97.6222627,"Quercus acutifolia Née","Quercus",NA,"acutifolia",1100
1970,10,9,"Ladera caliza con vegetación de Quercus rugosa y Q. sp","Oaxaca","12 Km SE de Tepelmeme, camino a Mahuizapan, Distrito de Coixtlahuaca",17.975,-97.491667,"Quercus acutifolia Née","Quercus",NA,"acutifolia",1125
1971,12,31,"Bosque de encino, suelos rojos derivados de calizas","Chiapas","Soyaló, Chiapa de Corzo",16.891667,-92.925,"Quercus acutifolia Née","Quercus",NA,"acutifolia",0
1977,12,23,"Bosque de encino","Oaxaca","San Vicente Nuñó, 20 Km al S de la Desviación a Tlaxiaco",17.458333,-97.441667,"Quercus acutifolia Née","Quercus",NA,"acutifolia",0
1985,1,26,"BOSQUE DE PINO Y ENCINO","Oaxaca","3 Km SE de Tlaxiaco, Mpio. Tlaxiaco Dto.Tlaxiaco",17.258333,-97.675,"Quercus acutifolia Née","Quercus",NA,"acutifolia",1150
1965,10,14,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.558333,-96.658333,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",1150
1965,10,19,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.558333,-96.658333,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",800
1965,10,17,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.625,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",0
1965,10,19,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.625,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",800
1965,10,19,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.691667,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",1350
1965,7,16,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.558333,-96.658333,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",0
1965,10,14,"Algo abundante","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.625,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",0
1965,10,17,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.525,-96.625,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",0
1965,1,19,"NO DISPONIBLE","Oaxaca","A 14 Km. de El Carrizal, Yolox.",17.525,-96.625,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",0
1965,10,19,"NO DISPONIBLE","Oaxaca","El Carrizal Yalox, Mpio. San Pedro Yolox",17.558333,-96.658333,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",850
NA,NA,NA,"Asociación Pinus pseudostrobus, var. oaxacana, Pinus leiophylla, P. lawsoni","Oaxaca","Tlaxiaco, Cañada Mario",17.275,-97.675,"Quercus laeta Liebm.","Quercus",NA,"laeta",1050
1964,11,29,"Ladera caliza con vegetación de encinar bajo y aabierto","Oaxaca","San Juan Teposcolula, 14 Km al NW de Yanhuitlán",17.891667,-97.325,"Quercus laeta Liebm.","Quercus",NA,"laeta",1150
1979,7,18,"BOSQUE PERTURBADO DE PINO","Chiapas","San Cristóbal de las Casas, Mpio. San Cristóbal de las Casas",16.741667,-92.641667,"Quercus ghiesbreghtii M.Martens & Galeotti","Quercus",NA,"ghiesbreghtii",1100
NA,NA,NA,"Encino de hoja angosta verde brillante","Oaxaca","Km. 180 de Oaxaca-Puerto Escondido, Lachao Juquila.",16.2381255,-97.1520637,"Quercus acatenangensis Trel.","Quercus",NA,"acatenangensis",950
1975,5,NA,"Ladera caliza","Chiapas","4 km E de Navenchauc sobre carretera a San Cristóbal de Las Casas",16.738889,-92.752778,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",1150
1975,5,NA,"Ladera caliza","Chiapas","14 km NW de Teopisca, carretera a San Cristóbal de Las Casas",16.608333,-92.525,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",1150
1958,8,16,"NO DISPONIBLE","Chiapas","Near Chanal, 45 km ESE of San Cristóbal de Las Casas",16.652778,-92.272222,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",1050
1987,9,NA,"Acahual arbóreo","Chiapas","Chilimjoveltik",16.797222,-92.591667,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",1300
1977,8,NA,"Vegetación primaria, suelo café arcilloso","Chiapas","2 km N San Juan Chamula sobre camino a Chenalhó",16.811111,-92.697222,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",1200
1988,11,NA,"Acahual arbóreo","Chiapas","Chilil",16.677778,-92.488889,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",1150
1940,7,NA,"NO DISPONIBLE","Chiapas","San Cristóbal de las Casas",16.736111,-92.633333,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",1050
1975,5,NA,"Terreno ondulado","Chiapas","19 km E La Trinitaria, sobre carretera a Lagos de Montebello",16.138889,-91.891667,"Quercus crispipilis Trel.","Quercus",NA,"crispipilis",850
1952,1,NA,"NO DISPONIBLE","Chiapas","Lagos de Montebello",16.105556,-91.708333,"Quercus crispipilis Trel.","Quercus",NA,"crispipilis",750
1975,10,1,"Ladera caliza","Chiapas","14 km NW de Teopisca, carretera a San Cristóbal de Las Casas",16.608333,-92.525,"Quercus crispipilis Trel.","Quercus",NA,"crispipilis",1150
1939,2,NA,"NO DISPONIBLE","Chiapas","San Cristóbal de las Casas",16.736111,-92.633333,"Quercus crispipilis Trel.","Quercus",NA,"crispipilis",1050
1988,6,NA,"NO DISPONIBLE","Chiapas","Rancho Nuevo",16.669444,-92.558333,"Quercus crispipilis Trel.","Quercus",NA,"crispipilis",1200
1976,11,5,"Slope","Chiapas","Sierra Salsipuedes, S side of valley of San Cristóbal de Las Casas",16.722222,-92.625,"Quercus crispipilis Trel.","Quercus",NA,"crispipilis",1100
1965,1,28,"Flat plain","Chiapas","N side of Aguacatenango near the lake",16.483333,-92.416667,"Quercus crispipilis Trel.","Quercus",NA,"crispipilis",900
1964,12,9,"Gentle slope","Chiapas","12 km NW of Comitán along hwy 190",16.4,-92.2,"Quercus crispipilis Trel.","Quercus",NA,"crispipilis",1115
1975,5,NA,"Ladera caliza","Chiapas","4 km E de Navenchauc sobre carretera a San Cristóbal de Las Casas",16.738889,-92.752778,"Quercus crispipilis Trel.","Quercus",NA,"crispipilis",1150
1972,11,12,"Steep slopes","Chiapas","SE side of volcán Tacaná above Talquián",15.130556,-92.111111,"Quercus skinneri Benth.","Quercus",NA,"skinneri",1100
1975,5,NA,"NO DISPONIBLE","Chiapas","3 km S de Jitotol sobre carretera a Tuxtla",17.166667,-92.85,"Quercus skinneri Benth.","Quercus",NA,"skinneri",875
1958,2,22,"sobre arroyo","Chiapas","FINCA PRUSIA",15.715278,-92.7925,"Quercus skinneri Benth.","Quercus",NA,"skinneri",590
1976,12,14,"Steep slope","Chiapas","Near Ojo de Agua, along road from Toliman to Niquivil",15.305556,-92.295833,"Quercus skinneri Benth.","Quercus",NA,"skinneri",1000
1964,11,28,"Steep moist slope","Chiapas","Oshtewits",16.913889,-92.472222,"Quercus xalapensis Bonpl.","Quercus",NA,"xalapensis",650
1964,11,24,"Slope","Chiapas","Kulak'tik, Barrio de Chaná",16.866667,-92.477778,"Quercus xalapensis Bonpl.","Quercus",NA,"xalapensis",850
1972,2,9,"Steep slope","Chiapas","E base of cerro Tres Picos, ca. cerro Bola on logging road to Agrónomos Mexicanos",16.183333,-93.586111,"Quercus xalapensis Bonpl.","Quercus",NA,"xalapensis",800
1965,7,12,"Steep slope","Chiapas","Above Tenejapa center on road to San Cristóbal de Las Casas",16.813889,-92.502778,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1100
1971,5,NA,"NO DISPONIBLE","Chiapas","Cerro El Extranjero, al SW del Parque Rancho Nuevo",16.652778,-92.572222,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1200
1965,3,11,"Slope","Chiapas","Lake Ik 'al Nab beside de lake, between Zinacantán and Chamula",16.775,-92.7,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1300
1970,6,21,"NO DISPONIBLE","Chiapas","8 km below the radar tower on Tzontehuitz",16.772778,-92.588889,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1250
1990,12,NA,"NO DISPONIBLE","Chiapas","Estación Biológica Huitepec",16.741667,-92.691667,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1300
1964,12,2,"Steep moist slope","Chiapas","NE slope of Tzontehuitz near summit",16.838889,-92.583333,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1400
1987,9,4,"Bosque","Chiapas","las minas",16.8125,-92.656944,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1250
1971,12,4,"Steep slope","Chiapas","Cerro Ecatepec, SW San Cristóbal de Las Casas",16.738889,-92.675,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1100
1979,8,15,"Steep heavily wooded slope","Chiapas","Summit of Muk'tavits, cerro Huitepec",16.741667,-92.697222,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1300
1965,9,21,"Slope","Chiapas","Near lake Ik'al Nab on boundary between Chamula and Zinacantán, along road to Zinacantán Center",16.775,-92.694444,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1150
1990,12,NA,"Bosque maduro","Chiapas","Estación Biológica Huitepec",16.741667,-92.691667,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1300
1965,4,7,"Steep wooded slope","Chiapas","SW side of cerro Tzontehuitz near summit",16.819444,-92.588889,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1400
1965,2,19,"Steep slope near the crest of ridge","Chiapas","Las Ollas, on road from San Cristóbal de Las Casas to Tenejapa",16.783333,-92.552778,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1250
1966,4,13,"Slope","Chiapas","Balum Kanal",16.797222,-92.543056,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1150
1987,9,NA,"NO DISPONIBLE","Chiapas","Chilil",16.677778,-92.488889,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1150
1979,7,NA,"NO DISPONIBLE","Chiapas","San Cristóbal de las Casas",16.736111,-92.633333,"Quercus ghiesbreghtii M.Martens & Galeotti","Quercus",NA,"ghiesbreghtii",1050
1965,1,19,"Steep slope","Chiapas","SW side of cerro Tzontehuitz near summit, Chamula",16.825,-92.591667,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1300
1976,12,16,"high ridge","Chiapas","Niquivil at the junction with a small side ridge to Cerro Boqueron",15.234722,-92.245833,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1300
1964,8,31,"Steep moist slope","Chiapas","Boundary of Tenejapa along road to San Cristóbal de Las Casas",16.816667,-92.502778,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1100
1971,12,5,"Steep slope","Chiapas","Cerro Huitepec, W San Cristóbal de Las Casas",16.741667,-92.697222,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1300
1964,12,2,"Steep moist slope","Chiapas","NE slope of Tzontehuitz near summit",16.838889,-92.583333,"Quercus laurina Bonpl.","Quercus",NA,"laurina",1400
1964,8,5,"Slope","Chiapas","W of Tenejapa center along trail to Paraíso",16.808333,-92.5,"Quercus skutchii Trel.","Quercus",NA,"skutchii",1100
